Date,Open,High,Low,Close,Volume
2023-01-01 17:05:00,-0.7057602959025431,-0.7104988082972115,-0.6992222859726982,-0.7074707192622743,0.0
2023-01-01 17:06:00,-0.712050438994316,-0.7212896451742657,-0.7028138580762995,-0.7119636783860678,0.0
2023-01-01 17:08:00,-0.7084560715133,-0.7140957539229029,-0.6992222859726982,-0.7047749437879942,0.0
2023-01-01 17:10:00,-0.703963112162045,-0.7087003354843557,-0.6974264999209074,-0.7065721274375076,0.0
2023-01-01 17:11:00,-0.7066588877728021,-0.7158942267357387,-0.6974264999209074,-0.7065721274375076,0.0
2023-01-01 17:12:00,-0.703963112162045,-0.7087003354843557,-0.6947328208432114,-0.6993833928394141,0.0
2023-01-01 17:13:00,-0.6221912519690166,-0.6313660045320798,-0.7468106163453813,-0.7326312903555618,0.0
2023-01-01 17:14:00,-0.7381096032316667,-0.7473675009605137,-0.7629726908115575,-0.7721693306450366,0.0
2023-01-01 17:15:00,-0.8719997918993769,-0.8813537255173848,-0.8626388166864104,-0.8719130231934998,0.0
2023-01-01 17:16:00,-0.8719997918993769,-0.8813537255173848,-0.8626388166864104,-0.8719130231934998,0.0
2023-01-01 17:42:00,-0.7677631349500136,-0.7284835364256487,-0.7584832256820707,-0.7461101677269822,0.0
2023-01-01 17:43:00,-0.7255293170481208,-0.7302820092384844,-0.7315464349050904,-0.7209495966336747,0.0
2023-01-01 17:45:00,-0.7156448064753319,-0.6610408059439992,-0.7809305513295642,-0.7901411671402704,0.0
2023-01-01 17:46:00,-0.7201377658266069,-0.6601415695375713,-0.7979905188216457,-0.7371242494793753,0.0
2023-01-01 17:47:00,-0.7228335414373639,-0.6358621865641791,-0.780032658303659,-0.7847496161916903,0.0
2023-01-01 17:48:00,-0.6761067641841962,-0.674529352040337,-0.7979905188216457,-0.7308341067060484,0.0
2023-01-01 17:49:00,-0.7318194601398939,-0.7167934631421664,-0.7674621559410642,-0.729036923056535,0.0
2023-01-01 17:50:00,-0.7318194601398939,-0.6844209525109636,-0.7809305513295642,-0.6805129645194534,0.0
2023-01-01 17:51:00,-0.7408053788424238,-0.7320804820513401,-0.7979905188216457,-0.8072144118107176,0.0
2023-01-01 17:52:00,-0.7210363576968459,-0.7302820092384844,-0.7297506488532798,-0.7389214331288887,0.0
2023-01-01 17:53:00,-0.7884307479658305,-0.7977247397201338,-0.7791347652777536,-0.7883439834907371,0.0
2023-01-01 17:55:00,-0.7902279317063484,-0.7995232125329895,-0.7845221234331456,-0.7937355344392972,0.0
2023-01-01 17:56:00,-0.7228335414373639,-0.7320804820513401,-0.785420016459051,-0.7946341262640639,0.0
2023-01-01 17:57:00,-0.7390081951019059,-0.7338789548641758,-0.7297506488532798,-0.7299355148812817,0.0
2023-01-01 17:58:00,-0.8117941365924044,-0.783336957217388,-0.8312125607799234,-0.7739665142945699,0.0
2023-01-01 17:59:00,-0.7452983381936787,-0.7545613922118766,-0.7360359000345772,-0.7452115759022157,0.0
2023-01-01 18:00:00,-0.7749518699120456,-0.7527629193990408,-0.7656663698892734,-0.7434143922527022,0.0
2023-01-01 18:01:00,-0.7435011544531808,-0.7527629193990408,-0.7360359000345772,-0.7452115759022157,0.0
2023-01-01 18:02:00,-0.7749518699120456,-0.7545613922118766,-0.7665642629151588,-0.7452115759022157,0.0
2023-01-01 18:03:00,-0.7749518699120456,-0.7545613922118766,-0.7656663698892734,-0.7622848205726828,0.0
2023-01-01 18:04:00,-0.8046054016303924,-0.7437705553348223,-0.7952968397439497,-0.7344284740050953,0.0
2023-01-01 18:05:00,-0.7336166438803918,-0.732979718457748,-0.7620747977856721,-0.7326312903555618,0.0
2023-01-01 18:06:00,-0.7632701755987387,-0.7419720825219666,-0.8015820909252471,-0.8108087791097645,0.0
2023-01-01 18:07:00,-0.8162870959436793,-0.8256010683192175,-0.8159483793396326,-0.8251862483059316,0.0
2023-01-01 18:08:00,-0.8252730146462093,-0.8345934323834361,-0.819539951443234,-0.8251862483059316,0.0
2023-01-01 18:10:00,-0.7569800325069657,-0.7653522290889508,-0.8258252026245314,-0.8350707583783052,0.0
2023-01-01 18:11:00,-0.7560814406367267,-0.7608560470568316,-0.7468106163453813,-0.7559946777993559,0.0
2023-01-01 18:12:00,-0.8342589333487392,-0.6547461510990441,-0.824927309598626,-0.726341147582255,0.0
2023-01-01 18:13:00,-0.7264279089183798,-0.7356774276770315,-0.7180780395165903,-0.7272397394070017,0.0
2023-01-01 18:14:00,-0.7273265007886189,-0.7365766640834394,-0.7665642629151588,-0.7757636979440833,0.0
2023-01-01 18:15:00,-0.7417039707126828,-0.7509644465862051,-0.7324443279309958,-0.7416172086031888,0.0
2023-01-01 18:18:00,-0.7758504617822846,-0.7356774276770315,-0.8078673421065445,-0.7775608815936167,0.0
2023-01-01 18:19:00,-0.7264279089183798,-0.7347781912706036,-0.7171801464907049,-0.726341147582255,0.0
2023-01-01 18:20:00,-0.7291236845291369,-0.66913393360179,-0.725261183723793,-0.7335298821803286,0.0
2023-01-01 18:21:00,-0.6392644975038174,-0.6484514962540892,-0.7315464349050904,-0.726341147582255,0.0
2023-01-01 18:22:00,-0.7264279089183798,-0.6538469146926164,-0.7288527558273944,-0.726341147582255,0.0
2023-01-01 18:23:00,-0.7318194601398939,-0.7356774276770315,-0.7288527558273944,-0.726341147582255,0.0
2023-01-01 18:24:00,-0.7264279089183798,-0.7347781912706036,-0.7270569697755838,-0.726341147582255,0.0
2023-01-01 18:25:00,-0.7264279089183798,-0.7356774276770315,-0.7297506488532798,-0.726341147582255,0.0
2023-01-01 18:26:00,-0.7264279089183798,-0.7347781912706036,-0.7270569697755838,-0.726341147582255,0.0
2023-01-01 18:27:00,-0.7264279089183798,-0.6511492054733528,-0.7261590767496984,-0.7326312903555618,0.0
2023-01-01 18:28:00,-0.7264279089183798,-0.7356774276770315,-0.7270569697755838,-0.726341147582255,0.0
2023-01-01 18:29:00,-0.7363124194911488,-0.7347781912706036,-0.7270569697755838,-0.726341147582255,0.0
2023-01-01 18:30:00,-0.7264279089183798,-0.7338789548641758,-0.7414232581899892,-0.7245439639327216,0.0
2023-01-01 18:31:00,-0.7255293170481208,-0.732979718457748,-0.7243632906978877,-0.7245439639327216,0.0
2023-01-01 18:32:00,-0.7327180520101328,-0.732979718457748,-0.7396274721381786,-0.7371242494793753,0.0
2023-01-01 18:33:00,-0.7246307251778619,-0.732979718457748,-0.7396274721381786,-0.747008759551749,0.0
